X,Y,ID,Geo_ID,Accident_Year,Accident_Date,Accident_Time,Location,Location_Type,Classification_Of_Accident,Initial_Impact_Type,Road_Surface_Condition,Environment_Condition,Light,Traffic_Control,Num_of_Vehicle,Num_Of_Pedestrians,Num_of_Bicycles,Num_of_Motorcycles,Max_Injury,Num_of_Injuries,Num_of_Minimal_Injuries,Num_of_Minor_Injuries,Num_of_Major_Injuries,Num_of_Fatal_Injuries,X_Coordinate,Y_Coordinate,Lat,Long,ObjectId,lat_rounded,lon_rounded,intersection_cluster,lat,lon
-8426424.27421157,5688052.6028204,2017--405,2233,,2017/01/11,6:30,METCALFE ST @ SLATER ST (0002233),Intersection,03 - P.D. only,02 - Angle,04 - Slush,02 - Rain,07 - Dark,01 - Traffic signal,2,0,,,,,,,,,367731.7041,5031549.578,45.42105033,-75.69585716,205,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2017--658,2233,,2017/01/19,8:14,METCALFE ST @ SLATER ST (0002233),Intersection,03 - P.D. only,04 - Sideswipe,02 - Wet,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367731.7041,5031549.578,45.42105033,-75.69585716,958,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2017--2652,2233,,2017/03/14,15:53,METCALFE ST @ SLATER ST (0002233),Intersection,02 - Non-fatal injury,07 - SMV other,03 - Loose snow,03 - Snow,01 - Daylight,01 - Traffic signal,1,1,,,01 - Minimal,1.0,1.0,,,,367731.7041,5031549.578,45.42105033,-75.69585716,2721,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2017--9857,2233,,2017/11/02,21:45,METCALFE ST @ SLATER ST (0002233),Intersection,02 - Non-fatal injury,07 - SMV other,02 - Wet,02 - Rain,07 - Dark,01 - Traffic signal,1,1,,,01 - Minimal,1.0,1.0,,,,367731.7041,5031549.578,45.42105033,-75.69585716,9598,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2018--18439,2233,,2018/04/27,1:49,METCALFE ST @ SLATER ST (0002233),Intersection,02 - Non-fatal injury,02 - Angle,01 - Dry,01 - Clear,07 - Dark,01 - Traffic signal,2,0,,,02 - Minor,1.0,,1.0,,,367731.7041,5031549.578,45.42105033,-75.69585716,18548,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2018--19355,2233,,2018/05/29,8:52,METCALFE ST @ SLATER ST (0002233),Intersection,02 - Non-fatal injury,07 - SMV other,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,1,1,,,01 - Minimal,1.0,1.0,,,,367731.7041,5031549.578,45.42105033,-75.69585716,19667,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2018--20340,2233,,2018/06/26,14:46,METCALFE ST @ SLATER ST (0002233),Intersection,02 - Non-fatal injury,07 - SMV other,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,1,1,,,01 - Minimal,1.0,1.0,,,,367731.7041,5031549.578,45.42105033,-75.69585716,20047,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2018--26670,2233,,2018/12/19,16:12,METCALFE ST @ SLATER ST (0002233),Intersection,02 - Non-fatal injury,03 - Rear end,01 - Dry,01 - Clear,05 - Dusk,01 - Traffic signal,2,0,,,02 - Minor,1.0,,1.0,,,367731.7041,5031549.578,45.42105033,-75.69585716,26212,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2019--30325,2233,,2019/01/28,7:48,METCALFE ST @ SLATER ST (0002233),Intersection,02 - Non-fatal injury,07 - SMV other,03 - Loose snow,03 - Snow,03 - Dawn,01 - Traffic signal,1,1,,,02 - Minor,1.0,,1.0,,,367731.7041,5031549.578,45.42105033,-75.69585716,30637,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2019--32735,2233,,2019/03/23,15:30,METCALFE ST @ SLATER ST (0002233),Intersection,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367731.7041,5031549.578,45.42105033,-75.69585716,32468,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2019--33326,2233,,2019/04/12,15:33,METCALFE ST @ SLATER ST (0002233),Intersection,02 - Non-fatal injury,07 - SMV other,02 - Wet,02 - Rain,01 - Daylight,01 - Traffic signal,1,1,,,02 - Minor,1.0,,1.0,,,367731.7041,5031549.578,45.42105033,-75.69585716,33402,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2019--33571,2233,,2019/04/20,9:56,METCALFE ST @ SLATER ST (0002233),Intersection,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367731.7041,5031549.578,45.42105033,-75.69585716,33673,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2019--41439,2233,,2019/11/19,14:30,METCALFE ST @ SLATER ST (0002233),Intersection,03 - P.D. only,05 - Turning movement,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367731.7041,5031549.578,45.42105033,-75.69585716,41266,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2020--53863,2233,,2020/12/20,14:15,METCALFE ST @ SLATER ST (0002233),Intersection,03 - P.D. only,02 - Angle,04 - Slush,03 - Snow,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367731.7041,5031549.578,45.42105033,-75.69585716,53170,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8426424.27421157,5688052.6028204,2021--57915,2233,,2021/05/06,14:30,METCALFE ST @ SLATER ST (0002233),Intersection,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367731.7041,5031549.578,45.42105033,-75.69585716,57411,45.4210503,-75.6958572,322,45.42105029999999,-75.6958572
-8427326.34168646,5688028.78123624,2017--511,2040,,2017/01/14,9:17,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,411,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2017--1394,2040,,2017/02/09,15:01,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,1268,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2017--5554,2040,,2017/06/16,16:51,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,99 - Other,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,5794,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2017--10619,2040,,2017/11/22,18:17,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,07 - Dark,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,10437,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2018--15005,2040,,2018/01/13,23:36,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,04 - Sideswipe,02 - Wet,01 - Clear,07 - Dark,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,15372,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2018--17898,2040,,2018/04/06,11:07,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,17236,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2018--17720,2040,,2018/03/30,9:48,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,17349,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2018--19878,2040,,2018/06/12,17:04,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,19328,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2018--20339,2040,,2018/06/05,14:24,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,20046,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2018--23083,2040,,2018/09/23,21:39,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,07 - Dark,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,23416,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2018--24700,2040,,2018/11/07,1:50,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,07 - SMV other,01 - Dry,01 - Clear,07 - Dark,01 - Traffic signal,1,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,24971,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2018--25296,2040,,2018/11/20,10:06,KENT ST @ WELLINGTON ST (0002040),Intersection,02 - Non-fatal injury,02 - Angle,03 - Loose snow,03 - Snow,01 - Daylight,01 - Traffic signal,2,0,,,02 - Minor,1.0,,1.0,,,367097.7019,5031526.578,45.42090013,-75.70396057,25397,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2019--32127,2040,,2019/03/06,15:35,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,32421,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2019--34095,2040,,2019/05/07,15:10,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,34108,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2019--34660,2040,,2019/05/23,19:00,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,02 - Angle,02 - Wet,02 - Rain,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,34703,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2019--34892,2040,,2019/05/30,10:54,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,34968,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2019--35265,2040,,2019/06/09,11:36,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,1.0,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,35673,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2019--38705,2040,,2019/09/16,12:02,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,05 - Turning movement,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,38141,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2019--38057,2040,,2019/08/27,16:02,KENT ST @ WELLINGTON ST (0002040),Intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,1.0,,01 - Minimal,1.0,1.0,,,,367097.7019,5031526.578,45.42090013,-75.70396057,38661,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2019--38367,2040,,2019/09/06,6:26,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,03 - Dawn,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,38771,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2019--41043,2040,,2019/11/11,18:30,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,07 - SMV other,03 - Loose snow,03 - Snow,07 - Dark,01 - Traffic signal,1,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,41548,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2020--45875,2040,,2020/01/14,17:15,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,05 - Turning movement,01 - Dry,01 - Clear,05 - Dusk,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,45817,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2020--53650,2040,,2020/12/11,16:20,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,05 - Dusk,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,53810,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8427326.34168646,5688028.78123624,2020--53270,2040,,2020/11/27,21:36,KENT ST @ WELLINGTON ST (0002040),Intersection,03 - P.D. only,02 - Angle,02 - Wet,01 - Clear,07 - Dark,01 - Traffic signal,2,0,,,,,,,,,367097.7019,5031526.578,45.42090013,-75.70396057,53970,45.4209001,-75.7039606,210,45.42090009999999,-75.7039606
-8425726.98450597,5685531.2415103,2017--316,7713,,2017/01/09,7:55,BANK ST @ GLEBE AVE (0007713),Intersection,03 - P.D. only,05 - Turning movement,06 - Ice,03 - Snow,01 - Daylight,01 - Traffic signal,3,0,,,,,,,,,368239.709,5029787.562,45.40515041,-75.6895933,632,45.4051504,-75.6895933,370,45.40515039999999,-75.6895933
-8425726.98450597,5685531.2415103,2018--16758,7713,,2018/02/26,14:39,BANK ST @ GLEBE AVE (0007713),Intersection,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,368239.709,5029787.562,45.40515041,-75.6895933,16552,45.4051504,-75.6895933,370,45.40515039999999,-75.6895933
-8425726.98450597,5685531.2415103,2018--21131,7713,,2018/07/20,17:50,BANK ST @ GLEBE AVE (0007713),Intersection,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,368239.709,5029787.562,45.40515041,-75.6895933,21615,45.4051504,-75.6895933,370,45.40515039999999,-75.6895933
-8425726.98450597,5685531.2415103,2019--30346,7713,,2019/01/28,11:34,BANK ST @ GLEBE AVE (0007713),Intersection,03 - P.D. only,02 - Angle,05 - Packed snow,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,368239.709,5029787.562,45.40515041,-75.6895933,30744,45.4051504,-75.6895933,370,45.40515039999999,-75.6895933
-8425726.98450597,5685531.2415103,2019--31142,7713,,2019/02/11,12:32,BANK ST @ GLEBE AVE (0007713),Intersection,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,368239.709,5029787.562,45.40515041,-75.6895933,31595,45.4051504,-75.6895933,370,45.40515039999999,-75.6895933
-8425726.98450597,5685531.2415103,2019--36522,7713,,2019/07/14,14:04,BANK ST @ GLEBE AVE (0007713),Intersection,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,368239.709,5029787.562,45.40515041,-75.6895933,36309,45.4051504,-75.6895933,370,45.40515039999999,-75.6895933
-8425726.98450597,5685531.2415103,2019--39233,7713,,2019/09/28,14:00,BANK ST @ GLEBE AVE (0007713),Intersection,03 - P.D. only,03 - Rear end,02 - Wet,02 - Rain,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,368239.709,5029787.562,45.40515041,-75.6895933,39499,45.4051504,-75.6895933,370,45.40515039999999,-75.6895933
-8425726.98450597,5685531.2415103,2019--41288,7713,,2019/11/15,18:57,BANK ST @ GLEBE AVE (0007713),Intersection,03 - P.D. only,03 - Rear end,03 - Loose snow,06 - Strong wind,07 - Dark,01 - Traffic signal,2,0,,,,,,,,,368239.709,5029787.562,45.40515041,-75.6895933,41925,45.4051504,-75.6895933,370,45.40515039999999,-75.6895933
-8425726.98450597,5685531.2415103,2020--51095,7713,,2020/08/24,18:32,BANK ST @ GLEBE AVE (0007713),Intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,1.0,,01 - Minimal,1.0,1.0,,,,368239.709,5029787.562,45.40515041,-75.6895933,51101,45.4051504,-75.6895933,370,45.40515039999999,-75.6895933
-8425726.98450597,5685531.2415103,2021--63546,7713,,2021/12/11,14:07,BANK ST @ GLEBE AVE (0007713),Intersection,03 - P.D. only,99 - Other,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,368239.709,5029787.562,45.40515041,-75.6895933,63800,45.4051504,-75.6895933,370,45.40515039999999,-75.6895933
-8430594.73425631,5681331.12867453,2017--679,11308,,2017/01/19,15:55,MERIVALE RD @ SHILLINGTON AVE (0011308),Intersection,02 - Non-fatal injury,03 - Rear end,02 - Wet,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,01 - Minimal,2.0,2.0,,,,364844.6981,5026809.537,45.3786542,-75.73332104,979,45.3786542,-75.733321,167,45.37865419999999,-75.73332100000002
-8430594.73425631,5681331.12867453,2017--2162,11308,,2017/02/27,15:02,MERIVALE RD @ SHILLINGTON AVE (0011308),Intersection,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,364844.6981,5026809.537,45.3786542,-75.73332104,2962,45.3786542,-75.733321,167,45.37865419999999,-75.73332100000002
-8430594.73425631,5681331.12867453,2017--5191,11308,,2017/06/06,12:04,MERIVALE RD @ SHILLINGTON AVE (0011308),Intersection,03 - P.D. only,03 - Rear end,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,364844.6981,5026809.537,45.3786542,-75.73332104,5616,45.3786542,-75.733321,167,45.37865419999999,-75.73332100000002
-8430594.73425631,5681331.12867453,2017--8342,11308,,2017/09/20,14:57,MERIVALE RD @ SHILLINGTON AVE (0011308),Intersection,03 - P.D. only,04 - Sideswipe,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,364844.6981,5026809.537,45.3786542,-75.73332104,8506,45.3786542,-75.733321,167,45.37865419999999,-75.73332100000002
-8430594.73425631,5681331.12867453,2017--11818,11308,,2017/12/16,18:31,MERIVALE RD @ SHILLINGTON AVE (0011308),Intersection,03 - P.D. only,07 - SMV other,02 - Wet,01 - Clear,07 - Dark,01 - Traffic signal,1,0,,,,,,,,,364844.6981,5026809.537,45.3786542,-75.73332104,11321,45.3786542,-75.733321,167,45.37865419999999,-75.73332100000002
-8430594.73425631,5681331.12867453,2017--12269,11308,,2017/12/24,9:24,MERIVALE RD @ SHILLINGTON AVE (0011308),Intersection,03 - P.D. only,07 - SMV other,04 - Slush,03 - Snow,01 - Daylight,01 - Traffic signal,1,0,,,,,,,,,364844.6981,5026809.537,45.3786542,-75.73332104,12702,45.3786542,-75.733321,167,45.37865419999999,-75.73332100000002
-8430594.73425631,5681331.12867453,2018--15263,11308,,2018/01/19,20:47,MERIVALE RD @ SHILLINGTON AVE (0011308),Intersection,03 - P.D. only,02 - Angle,03 - Loose snow,03 - Snow,07 - Dark,01 - Traffic signal,2,0,,,,,,,,,364844.6981,5026809.537,45.3786542,-75.73332104,15712,45.3786542,-75.733321,167,45.37865419999999,-75.73332100000002
-8430594.73425631,5681331.12867453,2018--15969,11308,,2018/02/06,9:22,MERIVALE RD @ SHILLINGTON AVE (0011308),Intersection,03 - P.D. only,07 - SMV other,03 - Loose snow,03 - Snow,01 - Daylight,01 - Traffic signal,1,0,,,,,,,,,364844.6981,5026809.537,45.3786542,-75.73332104,15735,45.3786542,-75.733321,167,45.37865419999999,-75.73332100000002
-8430594.73425631,5681331.12867453,2018--21311,11308,,2018/07/27,9:25,MERIVALE RD @ SHILLINGTON AVE (0011308),Intersection,03 - P.D. only,02 - Angle,01 - Dry,01 - Clear,01 - Daylight,01 - Traffic signal,2,0,,,,,,,,,364844.6981,5026809.537,45.3786542,-75.73332104,21162,45.3786542,-75.733321,167,45.37865419999999,-75.73332100000002
